"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"01100000100000101011",52778,214738,87476,1289,28010,2768,101720,19282,7009,7171911,45978,4142879,639880,3940,1023240,4061032,90857,17215,1347392,8060004,55854,685270,2270410,100264,26547,13290,10206,14133986,4029788,54296
"11010001100111000010",11772,3254,21336,632035,185,2426,2657,29927,19020,47660,2093,21134,318392,42973,40187,4690,373018,9006,217,1317,3469,111728,26,1939,32207,2104,46224,168496545,58620,292
"00111001000111101000",11134,1743775,107,18324,35377,140200,148859,58860,7071,41999,1104,104037,21426,533007,114159,2611,307062,74642,16098,23371,16424,13272,448,34732,14202,379000,117827,111594,157262,6880
"00000110001011001110",5634408,290539,38146,1086130,22496,1300,39597,4065371,557266,42079,290931,770,55149087,7226,414102,105682,1004692,85739958,4693,3359301,1431317,83732,385650,337717,1363,2258526,164021,7545,163937,94277
"10010011101111110111",16424,1544,8369,11242,6480,18,62713,18985,60752,25837,89,1958,5476,21121,4373,669807,1340100,31391,12284,3313,2947777,16861,2,2861,232098,161183,4962264,918692,382,12424
"00111010001010111111",4965,75,128862,3901895,21245,3146869,11480410,2370,904811,9453,348365,135391,11276,676,1114561,66893,67892,30935,59688,36568,14244,55454,49469,44,12482,58,1161,23656,4326,542833
"11100100110101010101",10604,10101,25482,41311,709,6997,70279,130774,24564,49009,43928,19845542,29462,42569,514869,297059,238779,326,2108,561455,13520,551342,3110,224850,50073,485379,3502,123073,229185,1034195
"11101110010100101110",67455,30793801,459770,1380,3825,526377,137164,248740,4722,186157,98829,101065,1692,12003,204656,2159,851,2687045,83761,1135,4228535,6767,28302,820851,928879,1485,50281,6399,2359,20772
"01110011001110011001",24976,655917,324881,186007,1066632,10941,32674,5746,2484,31173,13839,8804,72033,51137,30583,82508,50467,157,38221,145981,702434,502140,664,2761,145075,17304,107342,3834751,13236,3912
"00000110000000100001",43018,51960,97981,192651,264596,869406,137730,383093,4194008,37422,8430009,665001,36793,63615,480795,1982,9991,1120860,174,119196,40143,131978,1304761,132902,286640,22047,243501,494915,14955,52884
"00010110110101010111",492,403866,647972,84422,6794,532106,59632,367661,138843,763,18,63683,20187,38518,16667,4062,71792,32841,87236,25182,570970,526,2947,13610,594,9877,748,146943,82173,440
"10101011000110101001",363158,281999,13845,10095,8168,24226,354,72653,39752,2230925,13539,34,13630,5461361,1304315,24131,50060,11955,2985,100610,224755,624,954058,1132,37655,14064,699527,618458,78939,28697
"00101000101111000101",1536,718,522510,579503,770535,4292,118459,286358,266430,150917,28518,100201,102737,316067,23015,57493,76354,1746,8253966,927,54094,1474174,456472,105923,186651,278823,18678,409889,11217,81365
"11011001000100000110",6440,416677,12709,9913,263811,63857,12841,140510,39594,8857509,1040521,1138378,2123427,1678,549968,1919,15254,58895,4323222,1316,13,718856,75322,130618,147553,52018,74402,10842,1149509,98198
"00011010111111001111",85864,338481,58720,73914,16227,96569,8703,1762,173474,54681,23,144931,25362,18520965,353774,25584,25855,182775,30835,84567,179052,1640,499,66474,2620,259069,123535,422122,529,1489
"10010101010110000001",6594,594,683,2946,4609325,22251,51950,70707,53065,5136,8791,27145,302978,1219639,85362,15006,2602973,294194,5434,61771,451946,40656,31652,1835,41919,388459,35689,206472,1932,185934
"11011000001111100011",766,5739,490797,153490,39822,19064,69741,32708,1453467,34087,15,7029,572,4200,29044,82176,13116,9902,238,59,1093,113181,21,927,3358,255421,792603,900069,2459,150176
"01000110001101000000",22701,298325,268009,218345,4148,1383602,105528,338240,355,52457,11797,147842,6952,1408,12988,453,30652,8820,16515,1464372,1036509,2140903,2618673,675202,8164342,774089,2438,200217,1058978,16970
"10011111100111100101",191643,78653,4556,28560,737,445837,1175208,105304,2166,11121,216,34743,4060,131500,1967485,386,4682712,7544,63122,4426,42252,10217,1429,17155,8647,236610,36641,3348737,706,5047
"11110001001001010000",549,13315,461,214358,367,28695,684,9182368,237935,3423,18,736,1187,118923,9738,32113,6235585,86180,51181,2410,421,214,1795,51653,8601,18043,4577881,195756,2007,4031
"00000011100110111111",123173,468,144973,968119,2052283,8743,47734,268562,452038,174,17055,53632,44072,11082,1509206,12055,8166123,62765,20709,84,572,557004,609090,66488,26147,168161,101063,1060247,39665,1163617
"00110010011000111100",60468,5871079,81211,1941,14928,143165,14480,71268,185800,237235,695916,5491,49143,4909226,485322,22859,8988,1392772,33851,234237,13864,21395,808311,1385257,12696,1593,19837,75356,37675,30707
"00101101110111000000",13528,1249293,1089732,99394,895,1612,1521738,4115699,16523,471073,174,28,195877,2706,4016,82854,73689,514,117807,146410,1399,1414410,434,43391,69733,2799452,121616,10630,123498,582440
"10111011111010011100",31576,1265902,865416,7613736,787876,3570286,7218,93951,13254,42477,504741,90,350,212755,75754,37291,19334,48,920692,644914,6202,10532,4001,10786915,147777,86876,1072338,236583,1451,5856015
"11111010101100111010",427,7188,49177,54672,3115399,1730,2304,38323,22098,93029,379188,32609,765,689164,83827,17587,435386,1047808,2612,1150,990097,1276559,18757,12835,840696,293012,249716,30035,380893,100309
"10110011111000001101",1868004,1566020,95846,122558,112067,132806,4063,105289,372584,120440,73414,516021,119402,178926,165076,121426,72307,4098542,19484,58871,610867,382,9629,3237024,38464,7339,127358,134422,59150,136017
"10101110011100010011",451543,1978529,153018,226612,200784,588201,2389,3269,4649,1449352,23131,39292,99798,10175,31707,1930,11146,274,77901,90613,370399,482501,1133619,56186,13433,22046,42584,628932,2486660,1618557
"11011100111110001111",5306484,1308982,815,919359,2335865,7872,1120,11084,88076,4409419,2814,40133,843836,148022,158071,13637436,10400,41277,5842863,22244,834388,2087,2108,5763,25051,16752,15433,113198,1848,9838
"11011100000101011100",827673,199,5847,24528,3770,44324,5237,4961822,119258,4747,10,73723,124366,53315,73728,5474,2240747,46204,546296,80638,121489,1460,1116,11037,366,2253891,36283126,251936,5838,791
"01011110101101111100",79341,3322,516,81,43921,10135,2124921,60693,22956,12,171,90480,316264,2772,209,62995,943988,14705,691,17669,836,141933,92,9112,830,149314,29914,425072,1545,6499
"11000110111011000001",335353,87692,1880624,4517,244951,3503711,257382,21882,134673,3187484,39429,15732,1029269,1115588,660415,78804,11074,46084,29329,330754,240081,22897,577384,12942,18355,3885,214658,2068803,59154,957630
"00100101000011010011",292220,14772,1488705,97407,539534,414145,1258043,1018227,75127,11165,2473,21049,1017552,254146,114780,134670,617830,49,10532,183491,1764455,251903,48094,28881,1365,786,6394,22932,14691,3977
"11011000100110110111",256307,27736,12893,46846,95929,6550,230047,24615,312084,102913,40811,258469,6680322,11186,535146,2705,5354,61,81704,42605,2674,4123,222727,3192409,70122,37041,258976,46624,1313439,19418
"11000010011001101000",1950341,124592,101080,60,246594,10985354,559074,90161,16638,740,169641,112,2887,24985770,22485201,235877,191184,192022,780707,1648134,103293,327277,289580,161676,289324,1522,112284,45059,8829,863574
"10010000000000001011",53729,659,11091,409088,39795,70870,21772,245693,22101,23642,1151,546560,32686,12982,51444,3615,22524,23492,16954,23575,8534,385608,47138,71516,15221,75428,345634,99066,9595759,1705381
"10001010101010011011",1719017,19458,773448,178297,93953,88571,11195,2843,41692,19827,605322,114848,892965,10284,32308,373625,1208696,13447,658094,148009,485228,378772,1390150,940606,226947,48509,8430,3211,14921,181754
"01111110101010100100",409414,10876,222772,144959,10508,6474909,32704,6188415,343,2941,422170,66046,57,104398,30082,57524,36963,2174158,1358,14771,45808,171177,1023204,2757870,254038,154860,93005,261897,3919740,43714
"01001011100011011000",119125,757,622678,493121,165659,164392,1033,210108,1724154,1337105,2049749,1133288,10115,527113,12345,3993410,358968,2087,3888,14722,81275,32111,11601,224475,4217693,13616556,581128,11300,4456,1781708
"00110011111000100110",230135,932517,39003,4148,31219,8762,540,201271,427712,6428,36962,73966,5743406,181112,109009,10899,193628,32633,34426,205317,371022,1703967,7842,55276,1157275,83443,44716,126804,50592,235665
"11011001101011111100",3854866,40044,9579,2596587,9058,1556,340503,9359,168651,11193,208,13746,433,11739,2384,188971,2178616,215159,239969,2486,14177,473,4048,266,17556,7410,468905,2086914,1131,75041
"10000111110110101001",240630,1500532,848910,16751,5686268,1214303,413772,196323,7042,4969,46309592,12126041,10562,573581,1173252,605744,101861,214471,11792,36900,4762,64181,308,1648162,426549,66218,18696,1018,2304,8805
"10110100011011010001",299681,288373,36148,799315,8525,2254334,636248,317306,1098945,11620,48,6056,26646,11099,123,324786,64149,985915,4013,597,1111,8215,29,1571638,12058,3981807,379163,388235,6106,25323
"10001000110010001001",111,10829,22266696,17638,64017,2576,199474,91695,3502,479383,215322,5499,3560,153186,1229144,187542,4398,109856827,31831,128610,6627,1259545,1019795,9240030,178772,205,26375,348097,285823,229929
"11110110111010001110",655546,6156268,24770,52947,1424386,6460871,42277,255,167273,46637,8885,433869,165431,312247,1354124,15259,584,6161,19755348,370677,135612,347491,544,124847,26936,2298645,455439,30662,512,271144
"01111000010110010100",117516,2558,2745,26614,7604,14334,18516,1032,4434,7681,87456,24104,91345,10056330,46600,105728,71876,23320,13653427,2440535,10121,1969,4076,774,10238,20408,12593,14733,9962,138112
"11001010000011111101",2336,35757,143322,4260161,1043308,44335881,1081384,621872,9614,159680,642684,849,57246,119295,13447,6526741,209646,1075,86325,55421,27025,643316,544019,4565,379345,5738815,156361,384001,165523,19980
"00011000000110100000",113223,127033,699466,177205,298115,8391,93,134165,16669,108280,1939,196763,89901,1997201,3804,37850,478,14456,39071,18776,2344585,12823,2017,3576,2466,3036,916,145132,1058190,643390
"11110101111010011010",1165683,201126,14839803,243082,78609,181374,3562341,13854,4744841,25051,370,49462,121937,163512,42713,47617,224270,277275,79660,3649501,171808,32328,355484,201979,29750,15176,65931,67599,62132,186
"10000101001111110000",141485,3297,2421,155618,74214,223611,548366,263186,182966,30877,1518,6001,150033,1581254,1080298,13460,59598,14170,162647,7728,57058,850909,14086,1427,156245,3246,340159,1527980,61135,2304267
"11000011110110011001",195242,520,143995,1186837,4794,30945,298976,1482402,34762,402996,39360,55764,3407,37288,197234,293269,81617,32438461,32871,24320,201,148399,63186,44251,510942,245267,489436,216255,296,151526
"01010000011011100100",23569,17529,3440,71295,2854,14576,81449,146655,35148,139,958,571,1074,8208,6700,193532,86195,795698,568,4878,2835990,10056,204,3887,39433,9892407,309480,45763,2158,33894
"10000010101010110001",665717,81837,17957,5979,7902,631394,312490,3562907,28705,962488,16300,55564,25168460,64382,182624,52817,7912,62097,8985,531,213927,52,38620,6661,936001,76143,930745,294780,2058,12878
"00111100101110010000",17850,4738,21157,41597,7780,110,99126,6038,145786,14905,15756,862,372,2844,11240,14068,526184,5155,15632,656874,8803886,1560,365252,1235834,673855,4114,10542,48254,50361,1027
"00000100111000001110",28383,515706,104445,39266,9683,105273,120385,11842,1875,3156,91869,29937,9328376,48262,2039,166792,86751,295308,3205,88427,283393,331708,3064,2456,190518,7201,135662,87600,7654,10498
"10110000100000110100",850790,48749,141860,32732,183632,214984,55942,33192,1229510,19086,9659,24933,38,2650,210513,23654,2766605,149049,4194333,187508,1807,45222,1214165,613,4299,7533,439421,15721107,574106,21999
"00111000111011011101",69803,3627597,4926,832415,12074,408056,391855,325804,421364,103054,116,10886,24805,56033,93895,85855,1179,129100,207,2409,69638,6092,1072,7135,20233,2045364,206223,33997,2992,479121
"01001001100011000111",180211,132191,1061004,204974,315755,159028,13546,111475,2699557,35820,776890,131,27454,908639,2338242,10879,18500,2483842,145732,237,12471083,1393795,34738,61242,38706,2513543,24156,1356057,1092,28793
"11101110101101111110",41445,617,2230,61025,63325,483664,732923,24095,252,18811,31070573,5610,139676,499222,27231,680192,2532,14028,356584,3002,33364,46294,628290,3513201,2843559,91891,168902,225,270117,503008
"00100011010000001000",889223,1216100,142335,187764,30778,4434557,2678933,1353827,834103,5086,9052,124874,21967,248879,1108928,149328,11396200,19465,22561,855388,5406194,78001,26648,10974788,210503,2609,948877,50663,32364,1745828
"00010111111111101011",19311,123377,996,552318,776,269574,22163,19060668,515130,132411,863,6261,434757,12757,316674,267910,489547,346736,14872,76149,12213,23475,2,4166,176596,1614,7087,13927,284,6605
"11101111100111000000",102169,21144,235325,7776,168884,67,64862,63688,9876,18104,497764,79350,67017,427,2382,543136,1135808,1213166,112424,42282,16345629,32491,1644,11287,39688,20839,2773268,17436,7212,14564
"11001110100101111011",155469,45065,77069,40195,7936,391366,340957,135944,31215,685622,45125,29877,31743,5857480,17130,1277,664964,172,188598,1009,3217274,38625,1016,40044,5334,35606,5747,22555,250528,53727
"10101001010010101101",3280682,871514,265495,350704,1481,1536,667030,3507,11149968,511726,187351,179552,48125,507959,101057,394011,203892,46614,309,7550,1841,873,142855,143883,24645,34364,158,149897,103984,12938
"10001011100001001010",435,15929,199196,1350,40718,2705642,4104,3009,464,12590,13829,39605,21465,6275774,541187,636578,9837,9769,17859168,57763,3077,24838,42428,129158,368705,60348,237799,27251,1969179,21312
"11011010001011000100",3064201,21042,1377,104272,3043,280259,4292895,978227,46328,136127,127,2063,12843,686953,164391,11999629,402666,2770,3319,18461,109420,3864,125,1304510,21400,2255373,2329926,238302,22841,5535
"01011001101101110101",125827,8260125,663,6732430,145,187032,5972,78235,5445,24939,17,44447,18152,62484,12219,5703,54115,2365445,40708,51071,41736,8439,104,4487,694,1658743,189918,1302345,34046,10467
"01110011110011110000",36767,62289,6213,7671,842,280161,21838,58656,24907,1984,5,125008,1562,19067,168441,77617,7291,998581,26540,161,13498890,41430,102,18291,16015,135140,178834,389465,4775,13303
"01110100010111110110",53027,401192,14673,546,375840,3571,5140,886524,1835,482843,2,42426,983,2516,1633,19484,1536839,4290,3503,8624,3063,4358,59,219,548,491530,43576,1598089,155584,33018
"10111100000111111100",16321,1577747,2763,142093,7284,21364,17163,6784311,300272,190400,2284,3260,9383,117,29181,187192,21631515,82136,108176,814051,16507,69104,1799,78,274,185930,2320,132875,78941,9256
"11011001001000010101",18828,24950,49163,175,16913,8669,256231,33360,407632,16147589,277547,8216,1454,15862,13361457,161727,411525,4610,8295,27324,59,4279060,83561,1355583,6344,82295806,1341457,18947,275,16115
"00111110010000011100",496198,75280,4246,52308,16113,72252,102150,3855,195728,758847,631131,1408,486139,76725,76570,163522,90173,19015,5286,2738024,17449,3036,1551241,6983,68011,8119,725437,239648,211,42965
"11100101010101000011",2759,12732,35293,4243029,505165,207096,261500,241307,1587725,112896,1248703,30097,169293,672743,213936,638663,191,14688,58,765943,700612,417340,66588,259911,3584206,2178,1196503,18094,786,723065
"01111010000111110110",152672,2181,40636,475810,5335,674,1422191,9829,3975,4637,1,741,1693,2394,23712,14020,587,13582,53230,4338,140692,1138,62,4874,128120,4514076,145987,7969,1866,7429
"01010111111001001111",3048066,21076,736,18609,297,1776228,28026,3338,1541990,68173,276,58,376316,69611,2203,178383,86870,7786,329122,3275,7321,2094,337,2611983,241844,6088886,21758,64311,4017,9
"10101100111111111100",1348,261180,19857,24459,34759,631777,1070352,8157,306278,1096,3197,3685551,3439,79816,5104,18517,41855,17988,1109316,1559,1441,870,6724937,7109,25298,16230,175562,368735,281,77480
"00001100001010000001",337164,40323,2655,138828,1895012,665059,31567,106892,975285,453321,142133,1524124,16827,5274,98239,84,86188,83875,220845,78449,1598357,7512,9015,503979,1635845,134608,46958,37094,101490,96514
"00001001011101100010",33115,6871,305097,65912,18192,2251886,3490852,89030,11679,696,1249841,4547086,3133,1738019,319342,2271816,482640,1242288,3084,1732,17669,43930,1645197,20892,20366,268896,1016,454520,485610,17836
"11101011111001100000",16583,22229,22596,5139,200141,1967380,2976,664261,1319091,6204,981540,89284,891019,56921,1840236,5861,22332,202539,6677,2552753,110005,16553,2190,1675,22470,66765,14974,3184,18380,2092
"11000011000111010011",18319,13199,5221569,120238,219653,372189,26929,154115,1206,61286,452395,7991104,86936,825937,305209,335670,1184779,3944,857,377581,150209,113191,57319,61264,3701882,13198,172470,9106,1622,146675
